  CupyParallelSystem,     10000,    0.0019,      0.03
                Cupy,     10000,    0.0017,      0.01
               Numpy,     10000,    0.0216,      0.00
  CupyParallelSystem,    100000,    0.0054,      0.00
                Cupy,    100000,    0.0164,      0.00
               Numpy,    100000,    0.1975,      0.00
  CupyParallelSystem,   1000000,    0.0422,      0.00
                Cupy,   1000000,    0.1364,      0.00
               Numpy,   1000000,    1.9339,      0.00
